规范,条文,条文内容
GB50016-2014(2018年版),8.4.1-6,下列建筑或场所应设置火灾自动报警系统：特等、甲等剧场，座位数超过1500个的其他等级的剧场或电影院，座位数超过2000个的会堂或礼堂，座位数超过3000个的体育馆；
GB50016-2014(2018年版),8.4.1-7,下列建筑或场所应设置火灾自动报警系统：大、中型幼儿园的儿童用房等场所，老年人照料设施，任一层建筑面积大于1500m2或总建筑面积大于3000m2的疗养院的病房楼、旅馆建筑和其他儿童活动场所，不少于200床位的医院门诊楼、病房楼和手术部等；
GB50016-2014(2018年版),8.4.1-8,下列建筑或场所应设置火灾自动报警系统：歌舞娱乐放映游艺场所；
GB50016-2014(2018年版),8.4.1-9,下列建筑或场所应设置火灾自动报警系统：净高大于2.6m且可燃物较多的技术夹层，净高大于0.8m且有可燃物的闷顶或吊顶内；
GB50016-2014(2018年版),8.4.1-10,下列建筑或场所应设置火灾自动报警系统：电子信息系统的主机房及其控制室、记录介质库，特殊贵重或火灾危险性大的机器、仪表、仪器设备室、贵重物品库房；
GB50016-2014(2018年版),8.4.1-11,下列建筑或场所应设置火灾自动报警系统：二类高层公共建筑内建筑面积大于50m2的可燃物品库房和建筑面积大于500m2的营业厅；
GB50016-2014(2018年版),8.4.1-12,下列建筑或场所应设置火灾自动报警系统：其他一类高层公共建筑；
GB50016-2014(2018年版),8.4.1-13,下列建筑或场所应设置火灾自动报警系统：设置机械排烟、防烟系统，雨淋或预作用自动喷水灭火系统，固定消防水炮灭火系统、气体灭火系统等需与火灾自动报警系统联锁动作的场所或部位。注：老年人照料设施中的老年人用房及其公共走道，均应设置火灾探测器和声警报装置或消防广播。
GB50016-2014(2018年版),8.4.2,建筑高度大于100m的住宅建筑，应设置火灾自动报警系统。建筑高度大于54m但不大于100m的住宅建筑，其公共部位应设置火灾自动报警系统，套内宜设置火灾探测器。建筑高度不大于54m的高层住宅建筑，其公共部位宜设置火灾自动报警系统。当设置需联动控制的消防设施时，公共部位应设置火灾自动报警系统。高层住宅建筑的公共部位应设置具有语音功能的火灾声警报装置或应急广播。
GB50016-2014(2018年版),8.5.1-1,建筑的下列场所或部位应设置防烟设施：防烟楼梯间及其前室；
GB50016-2014(2018年版),8.5.1-2,建筑的下列场所或部位应设置防烟设施：消防电梯间前室或合用前室；
GB50016-2014(2018年版),8.5.1-3-1,建筑的下列场所或部位应设置防烟设施：避难走道的前室、避难层(间)。建筑高度不大于50m的公共建筑、厂房、仓库和建筑高度不大于100m的住宅建筑，当其防烟楼梯间的前室或合用前室符合下列条件之一时，楼梯间可不设置防烟系统：前室或合用前室采用敞开的阳台、凹廊；
GB50016-2014(2018年版),8.5.1-3-2,建筑的下列场所或部位应设置防烟设施：避难走道的前室、避难层(间)。建筑高度不大于50m的公共建筑、厂房、仓库和建筑高度不大于100m的住宅建筑，当其防烟楼梯间的前室或合用前室符合下列条件之一时，楼梯间可不设置防烟系统：前室或合用前室具有不同朝向的可开启外窗，且可开启外窗的面积满足自然排烟口的面积要求。
GB50016-2014(2018年版),8.5.2-1,厂房或仓库的下列场所或部位应设置排烟设施：人员或可燃物较多的丙类生产场所，丙类厂房内建筑面积大于300m2且经常有人停留或可燃物较多的地上房间；
GB50016-2014(2018年版),8.5.2-2,厂房或仓库的下列场所或部位应设置排烟设施：建筑面积大于5000m2的丁类生产车间；
GB50016-2014(2018年版),8.5.2-3,厂房或仓库的下列场所或部位应设置排烟设施：占地面积大于1000m2的丙类仓库；
GB50016-2014(2018年版),8.5.2-4,厂房或仓库的下列场所或部位应设置排烟设施：高度大于32m的高层厂房(仓库)内长度大于20m的疏散走道，其他厂房(仓库)内长度大于40m的疏散走道。
GB50016-2014(2018年版),8.5.3-1,民用建筑的下列场所或部位应设置排烟设施：设置在一、二、三层且房间建筑面积大于100m2的歌舞娱乐放映游艺场所，设置在四层及以上楼层、地下或半地下的歌舞娱乐放映游艺场所；
GB50016-2014(2018年版),8.5.3-2,民用建筑的下列场所或部位应设置排烟设施：中庭；
GB50016-2014(2018年版),8.5.3-3,民用建筑的下列场所或部位应设置排烟设施：公共建筑内建筑面积大于100m2且经常有人停留的地上房间；
GB50016-2014(2018年版),8.5.3-4,民用建筑的下列场所或部位应设置排烟设施：公共建筑内建筑面积大于300m2且可燃物较多的地上房间；
GB50016-2014(2018年版),8.5.3-5,民用建筑的下列场所或部位应设置排烟设施：建筑内长度大于20m的疏散走道。
GB50016-2014(2018年版),8.5.4,地下或半地下建筑(室)、地上建筑内的无窗房间，当总建筑面积大于200m2或一个房间建筑面积大于50m2，且经常有人停留或可燃物较多时，应设置排烟设施。
GB50016-2014(2018年版),9.1.2,甲、乙类厂房内的空气不应循环使用。丙类厂房内含有燃烧或爆炸危险粉尘、纤维的空气，在循环使用前应经净化处理，并应使空气中的含尘浓度低于其爆炸下限的25％。
GB50016-2014(2018年版),9.2.1,在散发可燃粉尘、纤维的厂房内，散热器表面平均温度不应超过82.5℃。输煤廊的散热器表面平均温度不应超过130℃。
GB50016-2014(2018年版),9.2.5-1,供暖管道与可燃物之间应保持一定距离，并应符合下列规定：当供暖管道的表面温度大于100℃时，不应小于100mm或采用不燃材料隔热；
GB50016-2014(2018年版),9.2.5-2,供暖管道与可燃物之间应保持一定距离，并应符合下列规定：当供暖管道的表面温度不大于100℃时，不应小于50mm或采用不燃材料隔热。
GB50016-2014(2018年版),9.3.7,净化有爆炸危险粉尘的干式除尘器和过滤器宜布置在厂房外的独立建筑内，建筑外墙与所属厂房的防火间距不应小于10m。具备连续清灰功能，或具有定期清灰功能且风量不大于15000m3／h、集尘斗的储尘量小于60kg的干式除尘器和过滤器，可布置在厂房内的单独房间内，但应采用耐火极限不低于3.00h的防火隔墙和1.50h的楼板与其他部位分隔。
GB50016-2014(2018年版),9.3.10,排除和输送温度超过80℃的空气或其他气体以及易燃碎屑的管道，与可燃或难燃物体之间的间隙不应小于150mm，或采用厚度不小于50mm的不燃材料隔热；当管道上下布置时，表面温度较高者应布置在上面。
GB50016-2014(2018年版),9.3.16-1,燃油或燃气锅炉房应设置自然通风或机械通风设施。燃气锅炉房应选用防爆型的事故排风机。当采取机械通风时，机械通风设施应设置导除静电的接地装置，通风量应符合下列规定：燃油锅炉房的正常通风量应按换气次数不少于3次／h确定，事故排风量应按换气次数不少于6次／h确定；
GB50016-2014(2018年版),9.3.16-2,燃油或燃气锅炉房应设置自然通风或机械通风设施。燃气锅炉房应选用防爆型的事故排风机。当采取机械通风时，机械通风设施应设置导除静电的接地装置，通风量应符合下列规定：燃气锅炉房的正常通风量应按换气次数不少于6次／h确定，事故排风量应按换气次数不少于12次／h确定。
GB50016-2014(2018年版),10.1.1-1,下列建筑物的消防用电应按一级负荷供电：?建筑高度大于50m的乙、丙类厂房和丙类仓库；
GB50016-2014(2018年版),10.1.1-2,下列建筑物的消防用电应按一级负荷供电：一类高层民用建筑。
GB50016-2014(2018年版),10.1.2-1,下列建筑物、储罐(区)和堆场的消防用电应按二级负荷供电：室外消防用水量大于30L／s的厂房(仓库)；
GB50016-2014(2018年版),10.1.2-2,下列建筑物、储罐(区)和堆场的消防用电应按二级负荷供电：室外消防用水量大于35L／s的可燃材料堆场、可燃气体储罐(区)和甲、乙类液体储罐(区)；
GB50016-2014(2018年版),10.1.2-3,下列建筑物、储罐(区)和堆场的消防用电应按二级负荷供电：粮食仓库及粮食筒仓；
GB50016-2014(2018年版),10.1.2-4,下列建筑物、储罐(区)和堆场的消防用电应按二级负荷供电：二类高层民用建筑；
GB50016-2014(2018年版),10.1.2-5,下列建筑物、储罐(区)和堆场的消防用电应按二级负荷供电：座位数超过1500个的电影院、剧场，座位数超过3000个的体育馆，任一层建筑面积大于3000m2的商店和展览建筑，省(市)级及以上的广播电视、电信和财贸金融建筑，室外消防用水量大于25L／s的其他公共建筑。
GB50016-2014(2018年版),10.1.5-1,建筑内消防应急照明和灯光疏散指示标志的备用电源的连续供电时间应符合下列规定：建筑高度大于100m的民用建筑，不应小于1.50h；
GB50016-2014(2018年版),10.1.5-2,建筑内消防应急照明和灯光疏散指示标志的备用电源的连续供电时间应符合下列规定：医疗建筑、老年人照料设施、总建筑面积大于100000m2的公共建筑和总建筑面积大于20000m2的地下、半地下建筑，不应少于1.00h；
GB50016-2014(2018年版),10.1.5-3,建筑内消防应急照明和灯光疏散指示标志的备用电源的连续供电时间应符合下列规定：其他建筑，不应少于0.50h。
GB50016-2014(2018年版),10.2.4,开关、插座和照明灯具靠近可燃物时，应采取隔热、散热等防火措施。卤钨灯和额定功率不小于100W的白炽灯泡的吸顶灯、槽灯、嵌入式灯，其引入线应采用瓷管、矿棉等不燃材料作隔热保护。额定功率不小于60W的白炽灯、卤钨灯、高压钠灯、金属卤化物灯、荧光高压汞灯(包括电感镇流器)等，不应直接安装在可燃物体上或采取其他防火措施。
GB50016-2014(2018年版),10.2.7-1,老年人照料设施的非消防用电负荷应设置电气火灾监控系统。下列建筑或场所的非消防用电负荷宜设置电气火灾监控系统：建筑高度大于50m的乙、丙类厂房和丙类仓库，室外消防用水量大于30L／s的厂房(仓库)；
GB50016-2014(2018年版),10.2.7-2,老年人照料设施的非消防用电负荷应设置电气火灾监控系统。下列建筑或场所的非消防用电负荷宜设置电气火灾监控系统：一类高层民用建筑；
GB50016-2014(2018年版),10.2.7-3,老年人照料设施的非消防用电负荷应设置电气火灾监控系统。下列建筑或场所的非消防用电负荷宜设置电气火灾监控系统：座位数超过1500个的电影院、剧场，座位数超过3000个的体育馆，任一层建筑面积大于3000m2的商店和展览建筑，省(市)级及以上的广播电视、电信和财贸金融建筑，室外消防用水量大于25L／s的其他公共建筑；
GB50016-2014(2018年版),10.2.7-4,老年人照料设施的非消防用电负荷应设置电气火灾监控系统。下列建筑或场所的非消防用电负荷宜设置电气火灾监控系统：国家级文物保护单位的重点砖木或木结构的古建筑。
GB50016-2014(2018年版),11.0.6,设置在木结构住宅建筑内的机动车库、发电机间、配电间、锅炉间，应采用耐火极限不低于2.00h的防火隔墙和1.00h的不燃性楼板与其他部位分隔，不宜开设与室内相通的门、窗、洞口，确需开设时，可开设一樘不直通卧室的单扇乙级防火门。机动车库的建筑面积不宜大于60m2。
GB50016-2014(2018年版),11.0.11,木结构墙体、楼板及封闭吊顶或屋顶下的密闭空间内应采取防火分隔措施，且水平分隔长度或宽度均不应大于20m，建筑面积不应大于300m2，墙体的竖向分隔高度不应大于3m。轻型木结构建筑的每层楼梯梁处应采取防火分隔措施。
GB50016-2014(2018年版),11.0.13,总建筑面积大于1500m2的木结构公共建筑应设置火灾自动报警系统，木结构住宅建筑内应设置火灾探测与报警装置。
GB50016-2014(2018年版),12.1.6-1,通行机动车的双孔隧道，其车行横通道或车行疏散通道的设置应符合下列规定：水底隧道宜设置车行横通道或车行疏散通道。车行横通道的间隔和隧道通向车行疏散通道入口的间隔宜为1000m～1500m。
GB50016-2014(2018年版),12.1.6-2,通行机动车的双孔隧道，其车行横通道或车行疏散通道的设置应符合下列规定：非水底隧道应设置车行横通道或车行疏散通道。车行横通道的间隔和隧道通向车行疏散通道入口的间隔不宜大于1000m。
GB50016-2014(2018年版),12.1.6-3,通行机动车的双孔隧道，其车行横通道或车行疏散通道的设置应符合下列规定：车行横通道应沿垂直隧道长度方向布置，并应通向相邻隧道；车行疏散通道应沿隧道长度方向布置在双孔中间，并应直通隧道外。
GB50016-2014(2018年版),12.1.6-4,通行机动车的双孔隧道，其车行横通道或车行疏散通道的设置应符合下列规定：车行横通道和车行疏散通道的净宽度不应小于4.0m，净高度不应小于4.5m。
GB50016-2014(2018年版),12.1.6-5,通行机动车的双孔隧道，其车行横通道或车行疏散通道的设置应符合下列规定：隧道与车行横通道或车行疏散通道的连通处，应采取防火分隔措施。
GB50016-2014(2018年版),12.1.7-1,双孔隧道应设置人行横通道或人行疏散通道，并应符合下列规定：人行横通道的间隔和隧道通向人行疏散通道入口的间隔，宜为250m～300m。
GB50016-2014(2018年版),12.1.7-2,双孔隧道应设置人行横通道或人行疏散通道，并应符合下列规定：人行疏散横通道应沿垂直双孔隧道长度方向布置，并应通向相邻隧道。人行疏散通道应沿隧道长度方向布置在双孔中间，并应直通隧道外。
GB50016-2014(2018年版),12.1.7-3,双孔隧道应设置人行横通道或人行疏散通道，并应符合下列规定：人行横通道可利用车行横通道。
GB50016-2014(2018年版),12.1.7-4,双孔隧道应设置人行横通道或人行疏散通道，并应符合下列规定：人行横通道或人行疏散通道的净宽度不应小于1.2m，净高度不应小于2.1m。
GB50016-2014(2018年版),12.1.7-5,双孔隧道应设置人行横通道或人行疏散通道，并应符合下列规定：隧道与人行横通道或人行疏散通道的连通处，应采取防火分隔措施，门应采用乙级防火门。
GB50016-2014(2018年版),12.1.9,隧道内的变电站、管廊、专用疏散通道、通风机房及其他辅助用房等，应采取耐火极限不低于2.00h的防火隔墙和乙级防火门等分隔措施与车行隧道分隔。
GB50016-2014(2018年版),12.1.10,隧道内地下设备用房的每个防火分区的最大允许建筑面积不应大于1500m2，每个防火分区的安全出口数量不应少于2个，与车道或其他防火分区相通的出口可作为第二安全出口，但必须至少设置1个直通室外的安全出口；建筑面积不大于500m2且无人值守的设备用房可设置1个直通室外的安全出口。
GB50016-2014(2018年版),12.2.2-1,消防给水系统的设置应符合下列规定：消防水源和供水管网应符合国家现行有关标准的规定。
GB50016-2014(2018年版),12.2.2-2,消防给水系统的设置应符合下列规定：消防用水量应按隧道的火灾延续时间和隧道全线同一时间发生一次火灾计算确定。一、二类隧道的火灾延续时间不应小于3.0h；三类隧道，不应小于2.0h。
GB50016-2014(2018年版),12.2.2-3,消防给水系统的设置应符合下列规定：隧道内的消防用水量应按同时开启所有灭火设施的用水量之和计算。
GB50016-2014(2018年版),12.2.2-4,消防给水系统的设置应符合下列规定：隧道内宜设置独立的消防给水系统。严寒和寒冷地区的消防给水管道及室外消火栓应采取防冻措施；当采用干式给水系统时，应在管网的最高部位设置自动排气阀，管道的充水时间不宜大于90s。
GB50016-2014(2018年版),12.2.2-5,消防给水系统的设置应符合下列规定：隧道内的消火栓用水量不应小于20L／s，隧道外的消火栓用水量不应小于30L／s。对于长度小于1000m的三类隧道，隧道内、外的消火栓用水量可分别为10L／s和20L／s。
GB50016-2014(2018年版),12.2.2-6,消防给水系统的设置应符合下列规定：管道内的消防供水压力应保证用水量达到最大时，最不利点处的水枪充实水柱不小于10.0m。消火栓栓口处的出水压力大于0.5MPa时，应设置减压设施。
GB50016-2014(2018年版),12.2.2-7,消防给水系统的设置应符合下列规定：在隧道出入口处应设置消防水泵接合器和室外消火栓。
GB50016-2014(2018年版),12.2.2-8,消防给水系统的设置应符合下列规定：隧道内消火栓的间距不应大于50m，消火栓的栓口距地面高度宜为1.1m。
GB50016-2014(2018年版),12.2.2-9,消防给水系统的设置应符合下列规定：设置消防水泵供水设施的隧道，应在消火栓箱内设置消防水泵启动按钮。
GB50016-2014(2018年版),12.2.2-10,消防给水系统的设置应符合下列规定：应在隧道单侧设置室内消火栓箱，消火栓箱内应配置1支喷嘴口径19mm的水枪、1盘长25m、直径65mm的水带，并宜配置消防软管卷盘。
GB50016-2014(2018年版),12.2.4-1,隧道内应设置ABC类灭火器，并应符合下列规定：通行机动车的一、二类隧道和通行机动车并设置3条及以上车道的三类隧道，在隧道两侧均应设置灭火器，每个设置点不应少于4具；
GB50016-2014(2018年版),12.2.4-2,隧道内应设置ABC类灭火器，并应符合下列规定：其他隧道，可在隧道一侧设置灭火器，每个设置点不应少于2具；
GB50016-2014(2018年版),12.2.4-3,隧道内应设置ABC类灭火器，并应符合下列规定：灭火器设置点的间距不应大于100m。
GB50016-2014(2018年版),12.3.2-1,隧道内机械排烟系统的设置应符合下列规定：长度大于3000m的隧道，宜采用纵向分段排烟方式或重点排烟方式；
GB50016-2014(2018年版),12.3.2-2,隧道内机械排烟系统的设置应符合下列规定：长度不大于3000m的单洞单向交通隧道，宜采用纵向排烟方式；
GB50016-2014(2018年版),12.3.2-3,隧道内机械排烟系统的设置应符合下列规定：单洞双向交通隧道，宜采用重点排烟方式。
GB50016-2014(2018年版),12.4.5,封闭段长度超过1000m的隧道宜设置消防控制室，消防控制室的建筑防火要求应符合本规范第8.1.7条和第8.1.8条的规定。隧道内火灾自动报警系统的设计应符合现行国家标准《火灾自动报警系统设计规范》GB?50116的规定。
GB50016-2014(2018年版),12.5.1,一、二类隧道的消防用电应按一级负荷要求供电；三类隧道的消防用电应按二级负荷要求供电。
GB50016-2014(2018年版),12.5.3,隧道两侧、人行横通道和人行疏散通道上应设置疏散照明和疏散指示标志，其设置高度不宜大于1.5m。一、二类隧道内疏散照明和疏散指示标志的连续供电时间不应小于1.5h；其他隧道，不应小于1.0h。其他要求可按本规范第10章的规定确定。
GB50016-2014(2018年版),12.5.4,隧道内严禁设置可燃气体管道；电缆线槽应与其他管道分开敷设。当设置10kV及以上的高压电缆时，应采用耐火极限不低于2.00h的防火分隔体与其他区域分隔。
